workerid,proliferate.condition,chosen_continuation,exp_continuation,id,order,prompt,response,type,unexp_continuation,catch_trials,condition,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,subject_information.other_language,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
1239,cond70,and a helmet online.,and a helmet online.,filler_1,1,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],70,37,Yes,,4,2,$0.50,Male,English,,No,Chrome,Mac,900,1440,2.1184166666666666,
1239,cond70,It was delivered the next day.,It was delivered the next day.,13_bed_managed,0,Luke managed to buy a bed.,exp,managed,It's not a big deal.,[],70,37,Yes,,4,2,$0.50,Male,English,,No,Chrome,Mac,900,1440,2.1184166666666666,
1239,cond70,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],70,37,Yes,,4,2,$0.50,Male,English,,No,Chrome,Mac,900,1440,2.1184166666666666,
1239,cond70,His hat was very colorful.,His hat was very colorful.,10_hat_doubt_know_ref,0,I doubt that Chris knitted a bag but I know that he knitted a hat.,exp,doubt_know,His bag was very colorful.,[],70,37,Yes,,4,2,$0.50,Male,English,,No,Chrome,Mac,900,1440,2.1184166666666666,
881,cond70,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],70,42,Yes,,4,2,.50,Female,English,,No,Firefox,Windows,1050,1680,1.0093833333333333,
881,cond70,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],70,42,Yes,,4,2,.50,Female,English,,No,Firefox,Windows,1050,1680,1.0093833333333333,
881,cond70,His hat was very colorful.,His hat was very colorful.,10_hat_doubt_know_ref,1,I doubt that Chris knitted a bag but I know that he knitted a hat.,exp,doubt_know,His bag was very colorful.,[],70,42,Yes,,4,2,.50,Female,English,,No,Firefox,Windows,1050,1680,1.0093833333333333,
881,cond70,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],70,42,Yes,,4,2,.50,Female,English,,No,Firefox,Windows,1050,1680,1.0093833333333333,
881,cond70,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],70,42,Yes,,4,2,.50,Female,English,,No,Firefox,Windows,1050,1680,1.0093833333333333,
881,cond70,It was delivered the next day.,It was delivered the next day.,13_bed_managed,0,Luke managed to buy a bed.,exp,managed,It's not a big deal.,[],70,42,Yes,,4,2,.50,Female,English,,No,Firefox,Windows,1050,1680,1.0093833333333333,
881,cond70,The cake that he was planning to make required too many ingredients.,The cake that he was planning to make required too many ingredients.,8_cake_negation_affirmative_nonref,1,Michael didn't bake a cake but he baked a pie.,exp,negation_affirmative,The pie that he was planning to make required too many ingredients.,[],70,42,Yes,,4,2,.50,Female,English,,No,Firefox,Windows,1050,1680,1.0093833333333333,
881,cond70,It looks amazing on her.,It's not a big deal.,5_shirt_doubt,0,I doubt that Mary found a shirt at the store.,unexp,doubt,It looks amazing on her.,[],70,42,Yes,,4,2,.50,Female,English,,No,Firefox,Windows,1050,1680,1.0093833333333333,
1168,cond70,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],70,24,Yes,,3,1,,Male,English,,,Chrome,Windows,720,1280,2.06755,
1168,cond70,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],70,24,Yes,,3,1,,Male,English,,,Chrome,Windows,720,1280,2.06755,
1168,cond70,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],70,24,Yes,,3,1,,Male,English,,,Chrome,Windows,720,1280,2.06755,
1168,cond70,The pie that he was planning to make required too many ingredients.,The cake that he was planning to make required too many ingredients.,8_cake_negation_affirmative_nonref,0,Michael didn't bake a cake but he baked a pie.,unexp,negation_affirmative,The pie that he was planning to make required too many ingredients.,[],70,24,Yes,,3,1,,Male,English,,,Chrome,Windows,720,1280,2.06755,
1168,cond70,His hat was very colorful.,His hat was very colorful.,10_hat_doubt_know_ref,1,I doubt that Chris knitted a bag but I know that he knitted a hat.,exp,doubt_know,His bag was very colorful.,[],70,24,Yes,,3,1,,Male,English,,,Chrome,Windows,720,1280,2.06755,
1168,cond70,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],70,24,Yes,,3,1,,Male,English,,,Chrome,Windows,720,1280,2.06755,
1168,cond70,It was delivered the next day.,It was delivered the next day.,13_bed_managed,0,Luke managed to buy a bed.,exp,managed,It's not a big deal.,[],70,24,Yes,,3,1,,Male,English,,,Chrome,Windows,720,1280,2.06755,
1168,cond70,It looks amazing on her.,It's not a big deal.,5_shirt_doubt,1,I doubt that Mary found a shirt at the store.,unexp,doubt,It looks amazing on her.,[],70,24,Yes,,3,1,,Male,English,,,Chrome,Windows,720,1280,2.06755,
677,cond70,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],70,32,No,,1,1,.70,Female,English,,No,Chrome,Windows,864,1536,1.4691166666666666,
677,cond70,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],70,32,No,,1,1,.70,Female,English,,No,Chrome,Windows,864,1536,1.4691166666666666,
677,cond70,and a helmet online.,and a helmet online.,filler_1,1,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],70,32,No,,1,1,.70,Female,English,,No,Chrome,Windows,864,1536,1.4691166666666666,
677,cond70,It's not a big deal.,It's not a big deal.,5_shirt_doubt,1,I doubt that Mary found a shirt at the store.,exp,doubt,It looks amazing on her.,[],70,32,No,,1,1,.70,Female,English,,No,Chrome,Windows,864,1536,1.4691166666666666,
677,cond70,The cake that he was planning to make required too many ingredients.,The cake that he was planning to make required too many ingredients.,8_cake_negation_affirmative_nonref,0,Michael didn't bake a cake but he baked a pie.,exp,negation_affirmative,The pie that he was planning to make required too many ingredients.,[],70,32,No,,1,1,.70,Female,English,,No,Chrome,Windows,864,1536,1.4691166666666666,
677,cond70,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],70,32,No,,1,1,.70,Female,English,,No,Chrome,Windows,864,1536,1.4691166666666666,
677,cond70,His hat was very colorful.,His hat was very colorful.,10_hat_doubt_know_ref,0,I doubt that Chris knitted a bag but I know that he knitted a hat.,exp,doubt_know,His bag was very colorful.,[],70,32,No,,1,1,.70,Female,English,,No,Chrome,Windows,864,1536,1.4691166666666666,
677,cond70,It was delivered the next day.,It was delivered the next day.,13_bed_managed,0,Luke managed to buy a bed.,exp,managed,It's not a big deal.,[],70,32,No,,1,1,.70,Female,English,,No,Chrome,Windows,864,1536,1.4691166666666666,
973,cond70,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],70,65,Yes,,2,1,$.50,Female,English,,no,Chrome,Windows,864,1536,2.5981833333333335,
973,cond70,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],70,65,Yes,,2,1,$.50,Female,English,,no,Chrome,Windows,864,1536,2.5981833333333335,
973,cond70,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],70,65,Yes,,2,1,$.50,Female,English,,no,Chrome,Windows,864,1536,2.5981833333333335,
973,cond70,It's not a big deal.,It's not a big deal.,5_shirt_doubt,1,I doubt that Mary found a shirt at the store.,exp,doubt,It looks amazing on her.,[],70,65,Yes,,2,1,$.50,Female,English,,no,Chrome,Windows,864,1536,2.5981833333333335,
973,cond70,It was delivered the next day.,It was delivered the next day.,13_bed_managed,1,Luke managed to buy a bed.,exp,managed,It's not a big deal.,[],70,65,Yes,,2,1,$.50,Female,English,,no,Chrome,Windows,864,1536,2.5981833333333335,
973,cond70,The cake that he was planning to make required too many ingredients.,The cake that he was planning to make required too many ingredients.,8_cake_negation_affirmative_nonref,1,Michael didn't bake a cake but he baked a pie.,exp,negation_affirmative,The pie that he was planning to make required too many ingredients.,[],70,65,Yes,,2,1,$.50,Female,English,,no,Chrome,Windows,864,1536,2.5981833333333335,
973,cond70,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],70,65,Yes,,2,1,$.50,Female,English,,no,Chrome,Windows,864,1536,2.5981833333333335,
973,cond70,His hat was very colorful.,His hat was very colorful.,10_hat_doubt_know_ref,0,I doubt that Chris knitted a bag but I know that he knitted a hat.,exp,doubt_know,His bag was very colorful.,[],70,65,Yes,,2,1,$.50,Female,English,,no,Chrome,Windows,864,1536,2.5981833333333335,
808,cond37,and sugar for breakfast.,and sugar for breakfast.,practice_1,1,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],37,28,Yes,,2,1,Yes,Female,English,None,No,Chrome,Linux,938,412,1.40805,
808,cond37,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,0,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],37,28,Yes,,2,1,Yes,Female,English,None,No,Chrome,Linux,938,412,1.40805,
808,cond37,Her article was translated into several languages.,Her article was translated into several languages.,4_book_failed_managed_ref,0,Susan failed to write a book but managed to write an article for the New Yorker.,exp,failed_managed,Her book was translated into several languages.,[],37,28,Yes,,2,1,Yes,Female,English,None,No,Chrome,Linux,938,412,1.40805,
808,cond37,to win the game.,to win the game.,filler_2,0,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],37,28,Yes,,2,1,Yes,Female,English,None,No,Chrome,Linux,938,412,1.40805,
808,cond37,and it made a fantastic dinner.,and it's not a big deal.,11_cod_modal,0,Sarah wants to catch a cod,unexp,modal,and it made a fantastic dinner.,[],37,28,Yes,,2,1,Yes,Female,English,None,No,Chrome,Linux,938,412,1.40805,
808,cond37,It was taller than she expected.,It was taller than she expected.,3_bear_know,0,I know that Carol saw a bear at the zoo.,exp,know,It's not a big deal.,[],37,28,Yes,,2,1,Yes,Female,English,None,No,Chrome,Linux,938,412,1.40805,
808,cond37,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],37,28,Yes,,2,1,Yes,Female,English,None,No,Chrome,Linux,938,412,1.40805,
808,cond37,The jar in the museum was discovered by someone else.,The bone in the museum was discovered by someone else.,15_bone_modal_affirmative_nonref,0,David wanted to discover an old jar on his archaeological expedition but he discovered a bone.,unexp,modal_affirmative,The jar in the museum was discovered by someone else.,[],37,28,Yes,,2,1,Yes,Female,English,None,No,Chrome,Linux,938,412,1.40805,
1193,cond37,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],37,34,Yes,Nothing else to add.  Enjoy your data.,4,1,50 cents,Male,English,none,There were no problems,Chrome,Windows,900,1600,2.2211,
1193,cond37,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],37,34,Yes,Nothing else to add.  Enjoy your data.,4,1,50 cents,Male,English,none,There were no problems,Chrome,Windows,900,1600,2.2211,
1193,cond37,The jar in the museum was discovered by someone else.,The bone in the museum was discovered by someone else.,15_bone_modal_affirmative_nonref,1,David wanted to discover an old jar on his archaeological expedition but he discovered a bone.,unexp,modal_affirmative,The jar in the museum was discovered by someone else.,[],37,34,Yes,Nothing else to add.  Enjoy your data.,4,1,50 cents,Male,English,none,There were no problems,Chrome,Windows,900,1600,2.2211,
1193,cond37,It's not a big deal.,It was taller than she expected.,3_bear_know,1,I know that Carol saw a bear at the zoo.,unexp,know,It's not a big deal.,[],37,34,Yes,Nothing else to add.  Enjoy your data.,4,1,50 cents,Male,English,none,There were no problems,Chrome,Windows,900,1600,2.2211,
1193,cond37,to win the game.,to win the game.,filler_2,1,Jane bet on her favorite basketball team,exp,filler,to give birth to four kittens.,[],37,34,Yes,Nothing else to add.  Enjoy your data.,4,1,50 cents,Male,English,none,There were no problems,Chrome,Windows,900,1600,2.2211,
1193,cond37,and it's not a big deal.,and it's not a big deal.,11_cod_modal,0,Sarah wants to catch a cod,exp,modal,and it made a fantastic dinner.,[],37,34,Yes,Nothing else to add.  Enjoy your data.,4,1,50 cents,Male,English,none,There were no problems,Chrome,Windows,900,1600,2.2211,
1193,cond37,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],37,34,Yes,Nothing else to add.  Enjoy your data.,4,1,50 cents,Male,English,none,There were no problems,Chrome,Windows,900,1600,2.2211,
1193,cond37,Her article was translated into several languages.,Her article was translated into several languages.,4_book_failed_managed_ref,1,Susan failed to write a book but managed to write an article for the New Yorker.,exp,failed_managed,Her book was translated into several languages.,[],37,34,Yes,Nothing else to add.  Enjoy your data.,4,1,50 cents,Male,English,none,There were no problems,Chrome,Windows,900,1600,2.2211,
679,cond37,and sugar for breakfast.,and sugar for breakfast.,practice_1,0,Peter had a coffee with milk,exp,filler,and socks in the drawer.,[],37,31,Yes,thanks. hope my submission is helpful,2,1,.34 pounds,Male,English,"American Sign Language,  Conversational French",none,Chrome,Windows,900,1600,2.364133333333333,
679,cond37,She enjoyed the songs in the final act the most.,She enjoyed the songs in the final act the most.,practice_2,1,Pam saw a show on Broadway.,exp,filler,She watered the plants with rainwater.,[],37,31,Yes,thanks. hope my submission is helpful,2,1,.34 pounds,Male,English,"American Sign Language,  Conversational French",none,Chrome,Windows,900,1600,2.364133333333333,
679,cond37,and a helmet online.,and a helmet online.,filler_1,0,Andrew bought a scooter,exp,filler,and a horror movie at the the movie theater.,[],37,31,Yes,thanks. hope my submission is helpful,2,1,.34 pounds,Male,English,"American Sign Language,  Conversational French",none,Chrome,Windows,900,1600,2.364133333333333,
679,cond37,Her article was translated into several languages.,Her article was translated into several languages.,4_book_failed_managed_ref,1,Susan failed to write a book but managed to write an article for the New Yorker.,exp,failed_managed,Her book was translated into several languages.,[],37,31,Yes,thanks. hope my submission is helpful,2,1,.34 pounds,Male,English,"American Sign Language,  Conversational French",none,Chrome,Windows,900,1600,2.364133333333333,
679,cond37,and it made a fantastic dinner.,and it's not a big deal.,11_cod_modal,0,Sarah wants to catch a cod,unexp,modal,and it made a fantastic dinner.,[],37,31,Yes,thanks. hope my submission is helpful,2,1,.34 pounds,Male,English,"American Sign Language,  Conversational French",none,Chrome,Windows,900,1600,2.364133333333333,
